Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Dimensions
JAGGERPOWDER,JAGGER POWDER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9252</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: POWDER</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9252,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20POWDER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERPURPLE,JAGGER PURPLE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9284</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: PURPLE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9284,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20PURPLE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERROCKPOOL,JAGGER ROCKPOOL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9262</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ROCKPOOL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9262,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20ROCKPOOL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERROYAL,JAGGER ROYAL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9292</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: ROYAL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9292,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20ROYAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSERENDITE,JAGGER SERENDITE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9278</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SERENDITE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9278,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20SERENDITE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSILVER,JAGGER SILVER,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9258</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SILVER</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9258,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20SILVER.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSKY,JAGGER SKY,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9261</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SKY</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9261,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20SKY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSPICE,JAGGER SPICE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9277</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SPICE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9277,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20SPICE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSTEEL,JAGGER STEEL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9259</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: STEEL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9259,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20STEEL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSTONE,JAGGER STONE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9257</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: STONE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9257,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20STONE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERSWEET-PEA,JAGGER SWEET PEA,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9253</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: SWEET PEA</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9253,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20SWEET%20PEA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERTRUFFLE,JAGGER TRUFFLE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9288</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: TRUFFLE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9288,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20TRUFFLE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERTURMERIC,JAGGER TURMERIC,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9276</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: TURMERIC</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9276,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20TURMERIC.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERWHITE,JAGGER WHITE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9188</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: WHITE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9188,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20WHITE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERWISTERIA,JAGGER WISTERIA,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9287</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: WISTERIA</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9287,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20WISTERIA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERWOLF,JAGGER WOLF,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9296</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: WOLF</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9296,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20WOLF.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAGGERWOODSMOK,JAGGER WOODSMOKE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 9295</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: WOODSMOKE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 50,000</p><p class=""magfabrics-designs"">Design: Solid</p><p class=""magfabrics-categories"">Categories: Easy Clean, Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: W</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: Indura Performance</p><p class=""magfabrics-fire-code"">Fire Code: NFPA 260,UFAC CLASS 1, CA-TB117</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,9295,,,,continue,manual,88.00,,,,,https://images.magfabrics.com/fabrics/JAGGER%20WOODSMOKE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAMISONLIMESTON,JAMISON LIMESTONE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 10672</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: LIMESTONE</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 100 POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 100,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 55</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117, NFPA 260-1</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,10672,,,17.05,continue,manual,92.00,,,,,https://images.magfabrics.com/fabrics/JAMISON%20LIMESTONE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAMISONLIMESTON,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/JAMISON%20LIMESTONE%201.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
JARAEARTHEN,JARA EARTHEN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 12050</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 27</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 25.2</p><p class=""magfabrics-color"">Color: EARTHEN</p><p class=""magfabrics-uses"">Uses: Multipurpose</p><p class=""magfabrics-contents"">Contents: 100% COTTON</p><p class=""magfabrics-double-rubs"">Double Rubs: 30,000</p><p class=""magfabrics-designs"">Design: Floral</p><p class=""magfabrics-categories"">Categories: Prints</p><p class=""magfabrics-width"">Width: 55.5</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: PAKISTAN</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117, UFAC 1</p></div>",MagFabrics,,,Multipurpose,TRUE,,,,,,,12050,,,58.5,continue,manual,48.00,,,,,https://images.magfabrics.com/fabrics/JARA%20EARTHEN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JARAEARTHEN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/JARA%20EARTHEN-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
JARAEARTHEN,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/JARA%20EARTHEN-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
JASPERFERN,JASPER FERN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 10300</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 14</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 21</p><p class=""magfabrics-color"">Color: FERN</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 80 VIS, 20 POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Animal/Skin, Novelty</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC CLASS I /CAL-117-2013</p></div>",MagFabrics,,,"Multipurpose, Upholstery",FALSE,,,,,,,10300,,,6.125,continue,manual,128.00,,,,,https://images.magfabrics.com/fabrics/JASPER%20FERN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,archived,
JASPERGERANIUM,JASPER GERANIUM,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 10301</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 14</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 21</p><p class=""magfabrics-color"">Color: GERANIUM</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 80 VIS, 20 POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Animal/Skin, Novelty</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC CLASS I /CAL-117-2013</p></div>",MagFabrics,,,"Multipurpose, Upholstery",FALSE,,,,,,,10301,,,6.75,continue,manual,128.00,,,,,https://images.magfabrics.com/fabrics/JASPER%20GERANIUM.jpg,,,,,,,,,,,,,,,,,,,,,,,,,archived,
JASPERGOLDEN,JASPER GOLDEN,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 10302</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 14</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 21</p><p class=""magfabrics-color"">Color: GOLDEN</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 80 VIS, 20 POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Animal/Skin, Novelty</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC CLASS I /CAL-117-2013</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,10302,,,0,continue,manual,128.00,,,,,https://images.magfabrics.com/fabrics/JASPER%20GOLDEN.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
