Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Dimensions
JASPERMIDNIGHT,JASPER MIDNIGHT,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 10418</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 14</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 21</p><p class=""magfabrics-color"">Color: MIDNIGHT</p><p class=""magfabrics-uses"">Uses: Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 80 VIS, 20 POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 40,000</p><p class=""magfabrics-designs"">Design: Animal/Skin, Novelty</p><p class=""magfabrics-categories"">Categories: Velvet</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: UFAC CLASS I /CAL-117-2013</p></div>",MagFabrics,,,"Multipurpose, Upholstery",TRUE,,,,,,,10418,,,19.875,continue,manual,128.00,,,,,https://images.magfabrics.com/fabrics/JASPER%20MIDNIGHT.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JASPERMIDNIGHT,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/JASPER%20MIDNIGHT%201.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYADUNE,JAYA DUNE,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11474</p><p class=""magfabrics-color"">Color: DUNE</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLY</p><p class=""magfabrics-double-rubs"">Double Rubs: 35,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,11474,,,86.675,continue,manual,54.00,,,,,https://images.magfabrics.com/fabrics/JAYA%20DUNE.JPG,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAYADUNE,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/JAYA%20DUNE%201.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYAGRAVEL,JAYA GRAVEL,"<div class=""magfabrics-body""><p class=""magfabrics-sku"">MagFabrics SKU #: 11475</p><p class=""magfabrics-color"">Color: GRAVEL</p><p class=""magfabrics-uses"">Uses: Upholstery</p><p class=""magfabrics-contents"">Contents: 100% POLYESTER</p><p class=""magfabrics-double-rubs"">Double Rubs: 35,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Solids/Small Scale, Wovens</p><p class=""magfabrics-width"">Width: 54</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: INDIA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p></div>",MagFabrics,,,Upholstery,TRUE,,,,,,,11475,,,81.05,continue,manual,54.00,,,,,https://images.magfabrics.com/fabrics/JAYA%20GRAVEL.JPG,,,,,,,,,,,,,,,,,,,,,,,,,active,
JAYAGRAVEL,,,,,,,,,,,,,,,,,,,,,,,,,https://images.magfabrics.com/fabrics/JAYA%20GRAVEL%201.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,
JEFFLINEN02DESI,JEFFERSON LINEN 02 DESIZED,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6303</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 02 DESIZED</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6303,,,4.125,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%2002%20DESIZED.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN05PORC,JEFFERSON LINEN 05 PORCELAIN BLUE,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6347</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 05 PORCELAIN BLUE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6347,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%2005%20PORCELAIN%20BLUE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN07BLUS,JEFFERSON LINEN 07 BLUSH,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6588</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 07 BLUSH</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6588,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%2007%20BLUSH.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLN-ANT.WHIT,JEFFERSON LINEN 101 ANTIQUE WHITE,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6296</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 101 ANTIQUE WHITE</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6296,,,92.63,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20101%20ANTIQUE%20WHITE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN103PUT,JEFFERSON LINEN 103 PUTTY,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6304</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 103 PUTTY</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6304,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20103%20PUTTY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN105SAN,JEFFERSON LINEN 105 SAND,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 7582</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 105 SAND</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,7582,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20105%20SAND.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN11NATU,JEFFERSON LINEN 11 NATURAL,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6331</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 11 NATURAL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6331,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%2011%20NATURAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFF.LN-STONEWA,JEFFERSON LINEN 110 STONEWASH,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6299</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 110 STONEWASH</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6299,,,134.625,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20110%20STONEWASH.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN111IVO,JEFFERSON LINEN 111 IVORY,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6297</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 111 IVORY</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6297,,,70.75,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20111%20IVORY.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN117PET,JEFFERSON LINEN 117 PETAL,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6341</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 117 PETAL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6341,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20117%20PETAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN119OAT,JEFFERSON LINEN 119 OATMEAL,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 7583</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 119 OATMEAL</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,7583,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20119%20OATMEAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN13RAFF,JEFFERSON LINEN 13 RAFFIA,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 7584</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 13 RAFFIA</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,7584,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%2013%20RAFFIA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
JEFFLINEN137ANT,JEFFERSON LINEN 137 ANTIQUE RED,"<div class=""magfabrics-body""><p class=""magfabrics-description"">Description: This fabric is linen rich. The variations in shade, texture and color are qualities unique to authentic linen. Both the random shading and textural variations highlight the natural beauty and aesthetics of the linen fiber.</p><p class=""magfabrics-sku"">MagFabrics SKU #: 6324</p><p class=""magfabrics-hrepeated"">Horizontal Repeat: 0</p><p class=""magfabrics-vrepeated"">Vertical Repeat: 0</p><p class=""magfabrics-color"">Color: 137 ANTIQUE RED</p><p class=""magfabrics-uses"">Uses: Drapery, Multipurpose, Upholstery</p><p class=""magfabrics-contents"">Contents: 55 LINEN/45 VISC</p><p class=""magfabrics-double-rubs"">Double Rubs: 12,000</p><p class=""magfabrics-designs"">Design: Solid, Textured Plain</p><p class=""magfabrics-categories"">Categories: Linen, Solids/Small Scale</p><p class=""magfabrics-width"">Width: 54""</p><p class=""magfabrics-cleaning-code"">Cleaning Code: S</p><p class=""magfabrics-origin"">Origin: CHINA</p><p class=""magfabrics-brand"">Brand: MagFabrics</p><p class=""magfabrics-fire-code"">Fire Code: CA 117-2013/NFPA 260/UFAC CLASS 1</p></div>",MagFabrics,,,"Drapery, Multipurpose, Upholstery",TRUE,,,,,,,6324,,,,continue,manual,63.00,,,,,https://images.magfabrics.com/fabrics/JEFFERSON%20LINEN%20137%20ANTIQUE%20RED.jpg,,,,,,,,,,,,,,,,,,,,,,,,,active,
